PSYCHOLOGY OF SPORT AND EXERCISE,PSYCHOLOGY OF SPORT AND EXERCISE,4.785
MOLECULAR CARCINOGENESIS,MOLECULAR CARCINOGENESIS,4.784
Rice,Rice,4.783
BMB Reports,BMB Reports,4.778
BMC Biophysics,BMC Biophysics,4.778
Epigenomics,Epigenomics,4.778
CURRENT OPINION IN LIPIDOLOGY,CURRENT OPINION IN LIPIDOLOGY,4.776
BIOCONJUGATE CHEMISTRY,BIOCONJUGATE CHEMISTRY,4.774
JMIR mHealth and uHealth,JMIR mHealth and uHealth,4.773
ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY,ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY,4.772
Insect Systematics and Diversity,Insect Systematics and Diversity,4.771
PHYSICS LETTERS B,PHYSICS LETTERS B,4.771
IUCrJ,IUCrJ,4.769
Journal of Pharmaceutical Analysis,Journal of Pharmaceutical Analysis,4.769
Journal of Clinical Lipidology,Journal of Clinical Lipidology,4.766
MINERALS ENGINEERING,MINERALS ENGINEERING,4.765
INTERNATIONAL REVIEWS IN PHYSICAL CHEMISTRY,INTERNATIONAL REVIEWS IN PHYSICAL CHEMISTRY,4.762
PALLIATIVE MEDICINE,PALLIATIVE MEDICINE,4.762
AQUACULTURE ECONOMICS & MANAGEMENT,AQUACULTURE ECONOMICS & MANAGEMENT,4.761
JOURNAL OF CHROMATOGRAPHY A,JOURNAL OF CHROMATOGRAPHY A,4.759
JOURNAL OF ARTHROPLASTY,JOURNAL OF ARTHROPLASTY,4.757
REVISTA ESPANOLA DE CARDIOLOGIA,REVISTA ESPANOLA DE CARDIOLOGIA,4.753
JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY,4.751
HUMAN-COMPUTER INTERACTION,HUMAN-COMPUTER INTERACTION,4.75
ACS Biomaterials Science & Engineering,ACS Biomaterials Science & Engineering,4.749
AMERICAN HEART JOURNAL,AMERICAN HEART JOURNAL,4.749
Global Change Biology Bioenergy,Global Change Biology Bioenergy,4.745
LIMNOLOGY AND OCEANOGRAPHY,LIMNOLOGY AND OCEANOGRAPHY,4.745
CLIMATIC CHANGE,CLIMATIC CHANGE,4.743
CANCER BIOLOGY & THERAPY,CANCER BIOLOGY & THERAPY,4.742
CURRENT OPINION IN PSYCHIATRY,CURRENT OPINION IN PSYCHIATRY,4.741
ENDOCRINOLOGY AND METABOLISM CLINICS OF NORTH AMERICA,ENDOCRINOLOGY AND METABOLISM CLINICS OF NORTH AMERICA,4.741
BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR CELL RESEARCH,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR CELL RESEARCH,4.739
Hernia,Hernia,4.739
GEOCHEMICAL TRANSACTIONS,GEOCHEMICAL TRANSACTIONS,4.737
ENDOCRINOLOGY,ENDOCRINOLOGY,4.736
Surgery for Obesity and Related Diseases,Surgery for Obesity and Related Diseases,4.734
AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,4.733
Advances in Wound Care,Advances in Wound Care,4.73
PLASTIC AND RECONSTRUCTIVE SURGERY,PLASTIC AND RECONSTRUCTIVE SURGERY,4.73
PLANT SCIENCE,PLANT SCIENCE,4.729
PRECAMBRIAN RESEARCH,PRECAMBRIAN RESEARCH,4.725
Case Studies in Thermal Engineering,Case Studies in Thermal Engineering,4.724
ELECTROCHEMISTRY COMMUNICATIONS,ELECTROCHEMISTRY COMMUNICATIONS,4.724
TRANSFUSION MEDICINE REVIEWS,TRANSFUSION MEDICINE REVIEWS,4.724
NEUROMODULATION,NEUROMODULATION,4.722
GEOPHYSICAL RESEARCH LETTERS,GEOPHYSICAL RESEARCH LETTERS,4.72
High Voltage,High Voltage,4.714
INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,4.714
MEDIATORS OF INFLAMMATION,MEDIATORS OF INFLAMMATION,4.711
ANNALS OF MEDICINE,ANNALS OF MEDICINE,4.709
Synthetic and Systems Biotechnology,Synthetic and Systems Biotechnology,4.708
Fungal Biology Reviews,Fungal Biology Reviews,4.706
PHARMACOTHERAPY,PHARMACOTHERAPY,4.705
INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH,INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH,4.703
Nanoscale Research Letters,Nanoscale Research Letters,4.703
Gels,Gels,4.702
BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR AND CELL BIOLOGY OF LIPIDS,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR AND CELL BIOLOGY OF LIPIDS,4.698
European Heart Journal-Acute Cardiovascular Care,European Heart Journal-Acute Cardiovascular Care,4.696
Pigment Cell & Melanoma Research,Pigment Cell & Melanoma Research,4.693
BEST PRACTICE & RESEARCH CLINICAL ENDOCRINOLOGY & METABOLISM,BEST PRACTICE & RESEARCH CLINICAL ENDOCRINOLOGY & METABOLISM,4.69
CTS-Clinical and Translational Science,CTS-Clinical and Translational Science,4.689
EUROPEAN JOURNAL OF CLINICAL INVESTIGATION,EUROPEAN JOURNAL OF CLINICAL INVESTIGATION,4.686
IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY,4.685
Cancer Research and Treatment,Cancer Research and Treatment,4.679
APOPTOSIS,APOPTOSIS,4.677
Biotechnology Journal,Biotechnology Journal,4.677
Frontiers in Neuroscience,Frontiers in Neuroscience,4.677
Perspectives in Ecology and Conservation,Perspectives in Ecology and Conservation,4.677
Research in Sports Medicine,Research in Sports Medicine,4.674
International Journal of Fuzzy Systems,International Journal of Fuzzy Systems,4.673
NEUROBIOLOGY OF AGING,NEUROBIOLOGY OF AGING,4.673
JPAD-Journal of Prevention of Alzheimers Disease,JPAD-Journal of Prevention of Alzheimers Disease,4.671
Journal of the American Medical Directors Association,Journal of the American Medical Directors Association,4.669
MAGNETIC RESONANCE IN MEDICINE,MAGNETIC RESONANCE IN MEDICINE,4.668
AMERICAN JOURNAL OF CHINESE MEDICINE,AMERICAN JOURNAL OF CHINESE MEDICINE,4.667
JOURNAL OF RHEUMATOLOGY,JOURNAL OF RHEUMATOLOGY,4.666
VEHICLE SYSTEM DYNAMICS,VEHICLE SYSTEM DYNAMICS,4.665
REJUVENATION RESEARCH,REJUVENATION RESEARCH,4.663
SIGNAL PROCESSING,SIGNAL PROCESSING,4.662
INTERNATIONAL JOURNAL OF WATER RESOURCES DEVELOPMENT,INTERNATIONAL JOURNAL OF WATER RESOURCES DEVELOPMENT,4.66
ECOLOGICAL APPLICATIONS,ECOLOGICAL APPLICATIONS,4.657
ACM Transactions on Intelligent Systems and Technology,ACM Transactions on Intelligent Systems and Technology,4.654
COMMUNICATIONS OF THE ACM,COMMUNICATIONS OF THE ACM,4.654
NEUROSURGERY,NEUROSURGERY,4.654
Eating and Weight Disorders-Studies on Anorexia Bulimia and Obesity,Eating and Weight Disorders-Studies on Anorexia Bulimia and Obesity,4.652
RNA Biology,RNA Biology,4.652
BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY,BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY,4.65
Journal of Prosthodontic Research,Journal of Prosthodontic Research,4.642
MATERIALS RESEARCH BULLETIN,MATERIALS RESEARCH BULLETIN,4.641
JOURNAL OF COMPUTING IN CIVIL ENGINEERING,JOURNAL OF COMPUTING IN CIVIL ENGINEERING,4.64
Antibiotics-Basel,Antibiotics-Basel,4.639
Human Genomics,Human Genomics,4.639
BRITISH JOURNAL OF OPHTHALMOLOGY,BRITISH JOURNAL OF OPHTHALMOLOGY,4.638
Biomolecules & Therapeutics,Biomolecules & Therapeutics,4.634
Cartilage,Cartilage,4.634
SOCIAL SCIENCE & MEDICINE,SOCIAL SCIENCE & MEDICINE,4.634
INTERNATIONAL JOURNAL OF ELECTRICAL POWER & ENERGY SYSTEMS,INTERNATIONAL JOURNAL OF ELECTRICAL POWER & ENERGY SYSTEMS,4.63
JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY,JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY,4.626
Network Neuroscience,Network Neuroscience,4.625
United European Gastroenterology Journal,United European Gastroenterology Journal,4.623
EFORT Open Reviews,EFORT Open Reviews,4.618
Expert Review of Neurotherapeutics,Expert Review of Neurotherapeutics,4.618
Drug Delivery and Translational Research,Drug Delivery and Translational Research,4.617
ANALYST,ANALYST,4.616
MATERIALS AND MANUFACTURING PROCESSES,MATERIALS AND MANUFACTURING PROCESSES,4.616
BMC Medical Research Methodology,BMC Medical Research Methodology,4.615
JAMA Facial Plastic Surgery,JAMA Facial Plastic Surgery,4.611
ENVIRONMENTAL GEOCHEMISTRY AND HEALTH,ENVIRONMENTAL GEOCHEMISTRY AND HEALTH,4.609
Probiotics and Antimicrobial Proteins,Probiotics and Antimicrobial Proteins,4.609
Retrovirology,Retrovirology,4.602
EUROPEAN NEUROPSYCHOPHARMACOLOGY,EUROPEAN NEUROPSYCHOPHARMACOLOGY,4.6
Frontiers in Genetics,Frontiers in Genetics,4.599
INTERNATIONAL JOURNAL OF SPORT NUTRITION AND EXERCISE METABOLISM,INTERNATIONAL JOURNAL OF SPORT NUTRITION AND EXERCISE METABOLISM,4.599
JOURNAL OF MOLECULAR MEDICINE-JMM,JOURNAL OF MOLECULAR MEDICINE-JMM,4.599
EUROPEAN POLYMER JOURNAL,EUROPEAN POLYMER JOURNAL,4.598
Current Rheumatology Reports,Current Rheumatology Reports,4.592
Frontiers of Medicine,Frontiers of Medicine,4.592
Life Science Alliance,Life Science Alliance,4.591
ChemElectroChem,ChemElectroChem,4.59
EUROPEAN PHYSICAL JOURNAL C,EUROPEAN PHYSICAL JOURNAL C,4.59
COMPUTERS IN BIOLOGY AND MEDICINE,COMPUTERS IN BIOLOGY AND MEDICINE,4.589
DISEASES OF THE COLON & RECTUM,DISEASES OF THE COLON & RECTUM,4.585
SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES,SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES,4.584
FISH & SHELLFISH IMMUNOLOGY,FISH & SHELLFISH IMMUNOLOGY,4.581
Frontiers in Environmental Science,Frontiers in Environmental Science,4.581
IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,4.579
Bioresources and Bioprocessing,Bioresources and Bioprocessing,4.578
COMPUTERS & STRUCTURES,COMPUTERS & STRUCTURES,4.578
SOCIAL SCIENCE COMPUTER REVIEW,SOCIAL SCIENCE COMPUTER REVIEW,4.578
JOURNAL OF SUPERCRITICAL FLUIDS,JOURNAL OF SUPERCRITICAL FLUIDS,4.577
INFLAMMATION RESEARCH,INFLAMMATION RESEARCH,4.575
Econometrics Journal,Econometrics Journal,4.571
World Journal of Psychiatry,World Journal of Psychiatry,4.571
PLANT CELL REPORTS,PLANT CELL REPORTS,4.57
Chemistry-An Asian Journal,Chemistry-An Asian Journal,4.568
Extreme Mechanics Letters,Extreme Mechanics Letters,4.567
Frontiers in Physiology,Frontiers in Physiology,4.566
JOURNAL OF GENE MEDICINE,JOURNAL OF GENE MEDICINE,4.565
SCIENCE AND TECHNOLOGY OF WELDING AND JOINING,SCIENCE AND TECHNOLOGY OF WELDING AND JOINING,4.564
JOURNAL OF DERMATOLOGICAL SCIENCE,JOURNAL OF DERMATOLOGICAL SCIENCE,4.563
GENETICS,GENETICS,4.562
ZOOLOGICAL RESEARCH,ZOOLOGICAL RESEARCH,4.56
JOURNAL OF FOOD COMPOSITION AND ANALYSIS,JOURNAL OF FOOD COMPOSITION AND ANALYSIS,4.556
JOURNAL OF CANCER RESEARCH AND CLINICAL ONCOLOGY,JOURNAL OF CANCER RESEARCH AND CLINICAL ONCOLOGY,4.553
Nanoscale Advances,Nanoscale Advances,4.553
FOOD POLICY,FOOD POLICY,4.552
MICROBIAL ECOLOGY,MICROBIAL ECOLOGY,4.552
Toxins,Toxins,4.546
IEEE JOURNAL OF SELECTED TOPICS IN QUANTUM ELECTRONICS,IEEE JOURNAL OF SELECTED TOPICS IN QUANTUM ELECTRONICS,4.544
STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,4.542
Biology Direct,Biology Direct,4.54
COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS,COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS,4.539
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,4.538
URBAN FORESTRY & URBAN GREENING,URBAN FORESTRY & URBAN GREENING,4.537
Adipocyte,Adipocyte,4.534
CELL CYCLE,CELL CYCLE,4.534
COMMENTS ON INORGANIC CHEMISTRY,COMMENTS ON INORGANIC CHEMISTRY,4.533
Business & Information Systems Engineering,Business & Information Systems Engineering,4.532
BIOTECHNOLOGY AND BIOENGINEERING,BIOTECHNOLOGY AND BIOENGINEERING,4.53
CURRENT MEDICINAL CHEMISTRY,CURRENT MEDICINAL CHEMISTRY,4.53
PSYCHOPHARMACOLOGY,PSYCHOPHARMACOLOGY,4.53
GeoHealth,GeoHealth,4.529
Epigenetics,Epigenetics,4.528
Frontiers of Mechanical Engineering,Frontiers of Mechanical Engineering,4.528
CERAMICS INTERNATIONAL,CERAMICS INTERNATIONAL,4.527
Metallomics,Metallomics,4.526
Materials Today Sustainability,Materials Today Sustainability,4.524
Infectious Diseases of Poverty,Infectious Diseases of Poverty,4.52
Gut and Liver,Gut and Liver,4.519
DRUG METABOLISM REVIEWS,DRUG METABOLISM REVIEWS,4.518
AGRICULTURAL WATER MANAGEMENT,AGRICULTURAL WATER MANAGEMENT,4.516
JOURNAL OF PETROLOGY,JOURNAL OF PETROLOGY,4.515
Current Research in Translational Medicine,Current Research in Translational Medicine,4.513
HLA,HLA,4.513
Expert Review of Anticancer Therapy,Expert Review of Anticancer Therapy,4.512
Annals of Clinical and Translational Neurology,Annals of Clinical and Translational Neurology,4.511
ADVANCES IN WATER RESOURCES,ADVANCES IN WATER RESOURCES,4.51
Sustainable Chemistry and Pharmacy,Sustainable Chemistry and Pharmacy,4.508
OSTEOPOROSIS INTERNATIONAL,OSTEOPOROSIS INTERNATIONAL,4.507
Frontiers in Synaptic Neuroscience,Frontiers in Synaptic Neuroscience,4.506
JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS,JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS,4.504
International Journal of Smart and Nano Materials,International Journal of Smart and Nano Materials,4.5
PHYSIOLOGIA PLANTARUM,PHYSIOLOGIA PLANTARUM,4.5
JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,4.497
Targeted Oncology,Targeted Oncology,4.493
DRUG AND ALCOHOL DEPENDENCE,DRUG AND ALCOHOL DEPENDENCE,4.492
EUROPEAN JOURNAL OF CELL BIOLOGY,EUROPEAN JOURNAL OF CELL BIOLOGY,4.492
Biochimica et Biophysica Acta-Gene Regulatory Mechanisms,Biochimica et Biophysica Acta-Gene Regulatory Mechanisms,4.49
ECONOMIC GEOLOGY,ECONOMIC GEOLOGY,4.49
Clinical and Translational Gastroenterology,Clinical and Translational Gastroenterology,4.488
JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY,4.488
Molecular Imaging,Molecular Imaging,4.488
European Journal of Internal Medicine,European Journal of Internal Medicine,4.487
Clinical Colorectal Cancer,Clinical Colorectal Cancer,4.481
Expert Opinion on Drug Metabolism & Toxicology,Expert Opinion on Drug Metabolism & Toxicology,4.481
FOOD AND BIOPRODUCTS PROCESSING,FOOD AND BIOPRODUCTS PROCESSING,4.481
Results in Physics,Results in Physics,4.476
PLoS Computational Biology,PLoS Computational Biology,4.475
Computer Networks,Computer Networks,4.474
CLINICAL AND EXPERIMENTAL RHEUMATOLOGY,CLINICAL AND EXPERIMENTAL RHEUMATOLOGY,4.473
Expert Review of Clinical Immunology,Expert Review of Clinical Immunology,4.473
INFLAMMOPHARMACOLOGY,INFLAMMOPHARMACOLOGY,4.473
IEEE Journal of Emerging and Selected Topics in Power Electronics,IEEE Journal of Emerging and Selected Topics in Power Electronics,4.472
JOURNAL OF ALZHEIMERS DISEASE,JOURNAL OF ALZHEIMERS DISEASE,4.472
ENGINEERING STRUCTURES,ENGINEERING STRUCTURES,4.471
CLINICAL TOXICOLOGY,CLINICAL TOXICOLOGY,4.467
Current Opinion in Behavioral Sciences,Current Opinion in Behavioral Sciences,4.466
JOURNAL OF PROTEOME RESEARCH,JOURNAL OF PROTEOME RESEARCH,4.466
Food and Bioprocess Technology,Food and Bioprocess Technology,4.465
JOURNAL OF ELECTROANALYTICAL CHEMISTRY,JOURNAL OF ELECTROANALYTICAL CHEMISTRY,4.464
JOURNAL OF MEDICAL SYSTEMS,JOURNAL OF MEDICAL SYSTEMS,4.46
BIOLOGY OF THE CELL,BIOLOGY OF THE CELL,4.458
Clinical Interventions in Aging,Clinical Interventions in Aging,4.458
DNA RESEARCH,DNA RESEARCH,4.458
JOURNAL OF IMMUNOTHERAPY,JOURNAL OF IMMUNOTHERAPY,4.456
SPACE WEATHER-THE INTERNATIONAL JOURNAL OF RESEARCH AND APPLICATIONS,SPACE WEATHER-THE INTERNATIONAL JOURNAL OF RESEARCH AND APPLICATIONS,4.456
EPJ Quantum Technology,EPJ Quantum Technology,4.455
Cancer Medicine,Cancer Medicine,4.452
Clinical Kidney Journal,Clinical Kidney Journal,4.452
DRYING TECHNOLOGY,DRYING TECHNOLOGY,4.452
Journal of Functional Foods,Journal of Functional Foods,4.451
Sleep Health,Sleep Health,4.45
SEMINARS IN NUCLEAR MEDICINE,SEMINARS IN NUCLEAR MEDICINE,4.446
Journal of Cancer Survivorship,Journal of Cancer Survivorship,4.442
THIN-WALLED STRUCTURES,THIN-WALLED STRUCTURES,4.442
CLINICAL GENETICS,CLINICAL GENETICS,4.438
COMPUTERS & SECURITY,COMPUTERS & SECURITY,4.438
PLANT DISEASE,PLANT DISEASE,4.438
ACTA DERMATO-VENEREOLOGICA,ACTA DERMATO-VENEREOLOGICA,4.437
MOLECULAR PHARMACOLOGY,MOLECULAR PHARMACOLOGY,4.436
CLINICAL AUTONOMIC RESEARCH,CLINICAL AUTONOMIC RESEARCH,4.435
EUROPEAN JOURNAL OF PHARMACOLOGY,EUROPEAN JOURNAL OF PHARMACOLOGY,4.432
BMC CANCER,BMC CANCER,4.43
EARTHQUAKE ENGINEERING & STRUCTURAL DYNAMICS,EARTHQUAKE ENGINEERING & STRUCTURAL DYNAMICS,4.43
POLYMER,POLYMER,4.43
REVIEWS IN FISH BIOLOGY AND FISHERIES,REVIEWS IN FISH BIOLOGY AND FISHERIES,4.43
JOURNAL OF CELLULAR BIOCHEMISTRY,JOURNAL OF CELLULAR BIOCHEMISTRY,4.429
Journal of Sustainable Cement-Based Materials,Journal of Sustainable Cement-Based Materials,4.429
NITRIC OXIDE-BIOLOGY AND CHEMISTRY,NITRIC OXIDE-BIOLOGY AND CHEMISTRY,4.427
EJSO,EJSO,4.424
IEEE TRANSACTIONS ON RELIABILITY,IEEE TRANSACTIONS ON RELIABILITY,4.424
Vaccines,Vaccines,4.422
JOURNAL OF PERIODONTAL RESEARCH,JOURNAL OF PERIODONTAL RESEARCH,4.419
ACS Chemical Neuroscience,ACS Chemical Neuroscience,4.418
NPJ Microgravity,NPJ Microgravity,4.415
Journal of Global Health,Journal of Global Health,4.413
REDOX REPORT,REDOX REPORT,4.412
USER MODELING AND USER-ADAPTED INTERACTION,USER MODELING AND USER-ADAPTED INTERACTION,4.412
ESC Heart Failure,ESC Heart Failure,4.411
MOLECULES,MOLECULES,4.411
PLoS Neglected Tropical Diseases,PLoS Neglected Tropical Diseases,4.411
Therapeutic Advances in Gastroenterology,Therapeutic Advances in Gastroenterology,4.409
JOURNAL OF RHEOLOGY,JOURNAL OF RHEOLOGY,4.408
Crop Journal,Crop Journal,4.407
Geobiology,Geobiology,4.407
MOLECULAR IMMUNOLOGY,MOLECULAR IMMUNOLOGY,4.407
ENGINEERING FRACTURE MECHANICS,ENGINEERING FRACTURE MECHANICS,4.406
INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL,INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL,4.406
JOURNAL OF PEDIATRICS,JOURNAL OF PEDIATRICS,4.406
ECOLOGY AND SOCIETY,ECOLOGY AND SOCIETY,4.403
OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,4.402
Algal Research-Biomass Biofuels and Bioproducts,Algal Research-Biomass Biofuels and Bioproducts,4.401
Journal of Gynecologic Oncology,Journal of Gynecologic Oncology,4.401
JOURNAL OF MICROBIOLOGY IMMUNOLOGY AND INFECTION,JOURNAL OF MICROBIOLOGY IMMUNOLOGY AND INFECTION,4.399
BONE,BONE,4.398
Epidemics,Epidemics,4.396
JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART A,JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART A,4.396
CURRENT GENE THERAPY,CURRENT GENE THERAPY,4.391
COMPUTER PHYSICS COMMUNICATIONS,COMPUTER PHYSICS COMMUNICATIONS,4.39
DALTON TRANSACTIONS,DALTON TRANSACTIONS,4.39
Earth Surface Dynamics,Earth Surface Dynamics,4.39
mSphere,mSphere,4.389
Cancer Biomarkers,Cancer Biomarkers,4.388
CNS & Neurological Disorders-Drug Targets,CNS & Neurological Disorders-Drug Targets,4.388
EXPERT OPINION ON BIOLOGICAL THERAPY,EXPERT OPINION ON BIOLOGICAL THERAPY,4.388
IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION,IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION,4.388
JMIR Mental Health,JMIR Mental Health,4.388
EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES,EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES,4.384
JOURNAL OF CLINICAL PSYCHIATRY,JOURNAL OF CLINICAL PSYCHIATRY,4.384
BREAST,BREAST,4.38
Influenza and Other Respiratory Viruses,Influenza and Other Respiratory Viruses,4.38
Science China-Information Sciences,Science China-Information Sciences,4.38
JOURNAL OF DENTISTRY,JOURNAL OF DENTISTRY,4.379
Scientific Reports,Scientific Reports,4.379
MYCOSES,MYCOSES,4.377
CLIMATE DYNAMICS,CLIMATE DYNAMICS,4.375
Journal of Oncology,Journal of Oncology,4.375
INTERNATIONAL JOURNAL OF DAIRY TECHNOLOGY,INTERNATIONAL JOURNAL OF DAIRY TECHNOLOGY,4.374
TOXICOLOGY LETTERS,TOXICOLOGY LETTERS,4.372
European Heart Journal-Quality of Care and Clinical Outcomes,European Heart Journal-Quality of Care and Clinical Outcomes,4.37
Archives of Civil and Mechanical Engineering,Archives of Civil and Mechanical Engineering,4.369
PERMAFROST AND PERIGLACIAL PROCESSES,PERMAFROST AND PERIGLACIAL PROCESSES,4.368
Science China-Earth Sciences,Science China-Earth Sciences,4.368
MACROMOLECULAR MATERIALS AND ENGINEERING,MACROMOLECULAR MATERIALS AND ENGINEERING,4.367
DRUG DEVELOPMENT RESEARCH,DRUG DEVELOPMENT RESEARCH,4.36
Engineering Science and Technology-An International Journal-JESTECH,Engineering Science and Technology-An International Journal-JESTECH,4.36
JOURNAL OF ETHNOPHARMACOLOGY,JOURNAL OF ETHNOPHARMACOLOGY,4.36
DIABETIC MEDICINE,DIABETIC MEDICINE,4.359
ANNALS OF BOTANY,ANNALS OF BOTANY,4.357
Frontiers of Environmental Science & Engineering,Frontiers of Environmental Science & Engineering,4.357
CANADIAN JOURNAL OF PSYCHIATRY-REVUE CANADIENNE DE PSYCHIATRIE,CANADIAN JOURNAL OF PSYCHIATRY-REVUE CANADIENNE DE PSYCHIATRIE,4.356
CYTOMETRY PART A,CYTOMETRY PART A,4.355
Journal of Biological Engineering,Journal of Biological Engineering,4.355
JOURNAL OF ORGANIC CHEMISTRY,JOURNAL OF ORGANIC CHEMISTRY,4.354
REVIEWS IN THE NEUROSCIENCES,REVIEWS IN THE NEUROSCIENCES,4.353
Atmospheric Pollution Research,Atmospheric Pollution Research,4.352
Enterprise Information Systems,Enterprise Information Systems,4.35
Foods,Foods,4.35
npj Science of Learning,npj Science of Learning,4.35
JOURNAL OF HYDROMETEOROLOGY,JOURNAL OF HYDROMETEOROLOGY,4.349
Journal of Organizational and End User Computing,Journal of Organizational and End User Computing,4.349
IEEE Wireless Communications Letters,IEEE Wireless Communications Letters,4.348
MARINE AND PETROLEUM GEOLOGY,MARINE AND PETROLEUM GEOLOGY,4.348
JOURNAL OF PETROLEUM SCIENCE AND ENGINEERING,JOURNAL OF PETROLEUM SCIENCE AND ENGINEERING,4.346
ACS Medicinal Chemistry Letters,ACS Medicinal Chemistry Letters,4.345
BIOESSAYS,BIOESSAYS,4.345
NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,4.345
EUROPEAN JOURNAL OF INFORMATION SYSTEMS,EUROPEAN JOURNAL OF INFORMATION SYSTEMS,4.344
KNEE SURGERY SPORTS TRAUMATOLOGY ARTHROSCOPY,KNEE SURGERY SPORTS TRAUMATOLOGY ARTHROSCOPY,4.342
MATERIALS CHARACTERIZATION,MATERIALS CHARACTERIZATION,4.342
MATURITAS,MATURITAS,4.342
PATHOBIOLOGY,PATHOBIOLOGY,4.342
IEEE Transactions on Cognitive Communications and Networking,IEEE Transactions on Cognitive Communications and Networking,4.341
International Journal of Bipolar Disorders,International Journal of Bipolar Disorders,4.34
Multiple Sclerosis and Related Disorders,Multiple Sclerosis and Related Disorders,4.339
Journal of Rock Mechanics and Geotechnical Engineering,Journal of Rock Mechanics and Geotechnical Engineering,4.338
ASTROBIOLOGY,ASTROBIOLOGY,4.335
BRITISH JOURNAL OF CLINICAL PHARMACOLOGY,BRITISH JOURNAL OF CLINICAL PHARMACOLOGY,4.335
CALCIFIED TISSUE INTERNATIONAL,CALCIFIED TISSUE INTERNATIONAL,4.333
Internet Interventions-The Application of Information Technology in Mental and Behavioural Health,Internet Interventions-The Application of Information Technology in Mental and Behavioural Health,4.333
JOURNAL OF INVESTIGATIONAL ALLERGOLOGY AND CLINICAL IMMUNOLOGY,JOURNAL OF INVESTIGATIONAL ALLERGOLOGY AND CLINICAL IMMUNOLOGY,4.333
JOURNAL OF RURAL HEALTH,JOURNAL OF RURAL HEALTH,4.333
ANNALS OF THORACIC SURGERY,ANNALS OF THORACIC SURGERY,4.33
CLINICAL AND EXPERIMENTAL IMMUNOLOGY,CLINICAL AND EXPERIMENTAL IMMUNOLOGY,4.33
EUROPEAN JOURNAL OF ANAESTHESIOLOGY,EUROPEAN JOURNAL OF ANAESTHESIOLOGY,4.33
SAUDI PHARMACEUTICAL JOURNAL,SAUDI PHARMACEUTICAL JOURNAL,4.33
Polymers,Polymers,4.329
